,mean_rho,rdr_rho,borda_rho,prefs_rho,anca_rho,mean_top1,rdr_top1,borda_top1,prefs_top1,anca_top1,mean_top2,rdr_top2,borda_top2,prefs_top2,anca_top2,mean_top3,rdr_top3,borda_top3,prefs_top3,anca_top3,rnoise,punrated,pslacker,plurker,enoise,toprated,numraters,numanswers,numratings,propnratings
500,0.818181818182,0.818181818182,0.832167832168,0.755244755245,0.692307692308,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6,0.3,0.6,0.5,0.1,True,16,12,131,0.727777777778
501,0.932142857143,0.932142857143,0.921428571429,0.928571428571,0.939285714286,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6,0.3,0.6,0.5,0.1,False,13,15,145,0.805555555556
502,0.678321678322,0.678321678322,0.79020979021,0.622377622378,0.755244755245,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.3,0.6,0.5,0.5,True,8,12,62,0.738095238095
503,0.707142857143,0.707142857143,0.813226419457,0.760714285714,0.817857142857,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.3,0.6,0.5,0.5,False,13,15,123,0.683333333333
504,0.699043603525,0.699043603525,0.849343641937,0.651950139709,0.601913334404,1.0,1.0,0.0,1.0,1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.7,0.3,0.5,0.1,True,21,16,111,0.346875
505,0.733333333333,0.733333333333,0.747925568066,0.45,0.6,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.7,0.3,0.5,0.1,False,21,9,51,0.283333333333
506,0.34580018762,0.659718088439,0.899387180088,0.67933795724,0.550920660108,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6,0.7,0.3,0.5,0.5,True,21,17,111,0.326470588235
507,0.857142857143,0.621428571429,0.438463299015,0.828571428571,0.639725141185,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6,0.7,0.3,0.5,0.5,False,17,15,62,0.258333333333
508,-0.107142857143,0.703571428571,0.768413299914,0.167857142857,0.166219905515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.6,0.7,0.6,0.5,0.1,True,13,15,47,0.261111111111
509,0.528571428571,0.0392857142857,0.0538607453211,0.571428571429,0.60698517935,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.7,0.6,0.5,0.1,False,10,15,41,0.303703703704
510,-0.0980392156863,0.220588235294,0.815951534459,-0.291666666667,-0.221130888599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6,0.7,0.6,0.5,0.5,True,13,17,81,0.397058823529
511,0.821428571429,0.796428571429,0.75806938549,0.835714285714,0.678571428571,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6,0.7,0.6,0.5,0.5,False,17,15,68,0.283333333333
512,0.867857142857,0.867857142857,0.960645544283,0.960714285714,0.957142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4,0.3,0.3,0.5,0.1,True,22,15,218,0.692063492063
513,0.902941176471,0.902941176471,0.835294117647,0.891176470588,0.935294117647,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.4,0.3,0.3,0.5,0.1,False,21,16,219,0.684375
514,0.885714285714,0.885714285714,0.958152104042,0.885714285714,0.903296703297,1.0,1.0,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.4,0.3,0.3,0.5,0.5,True,19,14,182,0.722222222222
515,0.925274725275,0.925274725275,0.89010989011,0.925274725275,0.934065934066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4,0.3,0.3,0.5,0.5,False,19,14,173,0.686507936508
516,0.866666666667,0.987878787879,0.984806980762,0.915151515152,0.939393939394,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.4,0.3,0.6,0.5,0.1,True,13,10,82,0.683333333333
517,0.784615384615,0.784615384615,0.704070833089,0.854945054945,0.881318681319,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4,0.3,0.6,0.5,0.1,False,15,14,151,0.770408163265
518,0.615384615385,0.961538461538,0.967032967033,0.774725274725,0.850069579976,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.6666666666666666,0.4,0.3,0.6,0.5,0.5,True,6,13,53,0.815384615385
519,0.955882352941,0.955882352941,0.923529411765,0.952941176471,0.952941176471,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.4,0.3,0.6,0.5,0.5,False,11,16,125,0.78125
520,0.305494505495,0.305494505495,0.932750416506,0.476923076923,0.323076923077,0.0,0.0,1.0,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.3333333333333333,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.4,0.7,0.3,0.5,0.1,True,22,14,118,0.401360544218
521,0.735294117647,0.901960784314,0.89693319051,0.860294117647,0.843654358449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.4,0.7,0.3,0.5,0.1,False,18,17,92,0.318339100346
522,0.337434616021,0.695958895542,0.931812601741,0.592268049994,0.527706322384,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.4,0.7,0.3,0.5,0.5,True,18,19,93,0.287925696594
523,0.951648351648,0.951648351648,0.802650476615,0.964835164835,0.938461538462,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,0.4,0.7,0.3,0.5,0.5,False,20,14,83,0.312030075188
524,0.612907162736,0.716850482733,0.880721556732,0.5770646386,0.621193929369,0.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.4,0.7,0.6,0.5,0.1,True,14,15,65,0.333333333333
525,0.818181818182,-0.00606060606061,-0.428152575327,0.284848484848,-0.0243162217472,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.4,0.7,0.6,0.5,0.1,False,11,10,26,0.26
